slug,culture_name,region,status,confidence,eligible_for_linkedin,canonical_source_asset,alternates,git_path,live_url,has_approved_overview,notes
chilean,Chilean,South America,ready,high,True,/cultural_images/chilean_card.webp,/cultural_images/chilean_card.webp,website-astro/public/cultural_images/chilean_card.webp,https://www.culturesherpa.org/explore/cultural_images/chilean_card.webp,True,
chinese,Chinese,East Asia,ready,high,True,/cultural_images/chinese_card.webp,/cultural_images/chinese_card.webp,website-astro/public/cultural_images/chinese_card.webp,https://www.culturesherpa.org/explore/cultural_images/chinese_card.webp,True,
chinese_american,Chinese American,United States,ready,high,True,/cultural_images/chinese_american_card.webp,/cultural_images/chinese_american_card.webp,website-astro/public/cultural_images/chinese_american_card.webp,https://www.culturesherpa.org/explore/cultural_images/chinese_american_card.webp,True,
chumash,Chumash,"California, USA",probable-match,medium,False,/cultural_images/chumash_card.webp,/cultural_images/chumash_card.webp,,https://www.culturesherpa.org/explore/cultural_images/chumash_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
circassians,Circassians,North Caucasus,ready,high,True,/cultural_images/circassians_card.webp,/cultural_images/circassians_card.webp,website-astro/public/cultural_images/circassians_card.webp,https://www.culturesherpa.org/explore/cultural_images/circassians_card.webp,True,
cirebonese,Cirebonese,"West Java, Indonesia",ready,high,True,/cultural_images/cirebonese_card.webp,/cultural_images/cirebonese_card.webp,website-astro/public/cultural_images/cirebonese_card.webp,https://www.culturesherpa.org/explore/cultural_images/cirebonese_card.webp,True,
colombian,Colombian,South America,ready,high,True,/cultural_images/colombian_card.webp,/cultural_images/colombian_card.webp,website-astro/public/cultural_images/colombian_card.webp,https://www.culturesherpa.org/explore/cultural_images/colombian_card.webp,True,
columbian_diaspora,Columbian Diaspora,Europe,probable-match,medium,False,/cultural_images/columbian_diaspora_card.webp,/cultural_images/columbian_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/columbian_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
congolese_drc,Congolese (DRC),Central Africa,probable-match,medium,False,/cultural_images/congolese_drc_card.webp,/cultural_images/congolese_drc_card.webp,,https://www.culturesherpa.org/explore/cultural_images/congolese_drc_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
copts,Copts,"North Africa, primarily Egypt",ready,high,True,/cultural_images/copts_card.webp,/cultural_images/copts_card.webp,website-astro/public/cultural_images/copts_card.webp,https://www.culturesherpa.org/explore/cultural_images/copts_card.webp,True,
cornish,Cornish,"Cornwall, United Kingdom",ready,high,True,/cultural_images/cornish_card.webp,/cultural_images/cornish_card.webp,website-astro/public/cultural_images/cornish_card.webp,https://www.culturesherpa.org/explore/cultural_images/cornish_card.webp,True,
corsicans,Corsicans,"Corsica, France",ready,high,True,/cultural_images/corsicans_card.webp,/cultural_images/corsicans_card.webp,website-astro/public/cultural_images/corsicans_card.webp,https://www.culturesherpa.org/explore/cultural_images/corsicans_card.webp,True,
cossacks,Cossacks,Europe,ready,high,True,/cultural_images/cossacks_card.webp,/cultural_images/cossacks_card.webp,website-astro/public/cultural_images/cossacks_card.webp,https://www.culturesherpa.org/explore/cultural_images/cossacks_card.webp,True,
costa_rica,Costa Rica,Central America,ready,high,True,/cultural_images/costa_rica_card.webp,/cultural_images/costa_rica_card.webp,website-astro/public/cultural_images/costa_rica_card.webp,https://www.culturesherpa.org/explore/cultural_images/costa_rica_card.webp,True,
coushatta,Coushatta,North America,ready,high,True,/cultural_images/coushatta_card.webp,/cultural_images/coushatta_card.webp,website-astro/public/cultural_images/coushatta_card.webp,https://www.culturesherpa.org/explore/cultural_images/coushatta_card.webp,True,
cree,Cree,North America,ready,high,True,/cultural_images/cree_card.webp,/cultural_images/cree_card.webp,website-astro/public/cultural_images/cree_card.webp,https://www.culturesherpa.org/explore/cultural_images/cree_card.webp,True,
creole,Creole,South America,probable-match,medium,False,/cultural_images/creole_card.webp,/cultural_images/creole_card.webp,,https://www.culturesherpa.org/explore/cultural_images/creole_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
croatian,Croatian,Southeastern Europe,ready,high,True,/cultural_images/croatian_card.webp,/cultural_images/croatian_card.webp,website-astro/public/cultural_images/croatian_card.webp,https://www.culturesherpa.org/explore/cultural_images/croatian_card.webp,True,
crow,Crow,"Primarily in Montana, United States.",probable-match,medium,False,/cultural_images/crow_card.webp,/cultural_images/crow_card.webp,,https://www.culturesherpa.org/explore/cultural_images/crow_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
cuban,Cuban,Caribbean,ready,high,True,/cultural_images/cuban_card.webp,/cultural_images/cuban_card.webp,website-astro/public/cultural_images/cuban_card.webp,https://www.culturesherpa.org/explore/cultural_images/cuban_card.webp,True,
cuban_american,Cuban American,United States,probable-match,medium,False,/cultural_images/cuban_american_card.webp,/cultural_images/cuban_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/cuban_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
cypriot,Cypriot,Eastern Mediterranean,ready,high,True,/cultural_images/cypriot_card.webp,/cultural_images/cypriot_card.webp,website-astro/public/cultural_images/cypriot_card.webp,https://www.culturesherpa.org/explore/cultural_images/cypriot_card.webp,True,
czech,Czech,Central Europe,ready,high,True,/cultural_images/czech_card.webp,/cultural_images/czech_card.webp,website-astro/public/cultural_images/czech_card.webp,https://www.culturesherpa.org/explore/cultural_images/czech_card.webp,True,
cote_d_ivoire,Côte d'Ivoire,West Africa,ambiguous,low,False,/cultural_images/cote_d_ivoire_card.webp,/cultural_images/cote_d_ivoire_card.webp|/cultural_images/cote_divoire_card.webp,,https://www.culturesherpa.org/explore/cultural_images/cote_d_ivoire_card.webp,True,Both alias filenames 404 on git and live explore CDN; R2 not checked
dalmatian,Dalmatian,"Dalmatia, Croatia",probable-match,medium,False,/cultural_images/dalmatian_card.webp,/cultural_images/dalmatian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/dalmatian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
dani,Dani,"Central Highlands of Papua, Indonesia",probable-match,medium,False,/cultural_images/dani_card.webp,/cultural_images/dani_card.webp,,https://www.culturesherpa.org/explore/cultural_images/dani_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
danish,Danish,Northern Europe,ready,high,True,/cultural_images/danish_card.webp,/cultural_images/danish_card.webp,website-astro/public/cultural_images/danish_card.webp,https://www.culturesherpa.org/explore/cultural_images/danish_card.webp,True,
democratic_peoples_republic_of_korea,Democratic Peoples Republic Of Korea,East Asia,probable-match,medium,False,/cultural_images/democratic_peoples_republic_of_korea_card.webp,/cultural_images/democratic_peoples_republic_of_korea_card.webp,,https://www.culturesherpa.org/explore/cultural_images/democratic_peoples_republic_of_korea_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
djibouti,Djibouti,Horn of Africa,ready,high,True,/cultural_images/djibouti_card.webp,/cultural_images/djibouti_card.webp,website-astro/public/cultural_images/djibouti_card.webp,https://www.culturesherpa.org/explore/cultural_images/djibouti_card.webp,True,
dogon,Dogon,"Mali, West Africa",ready,high,True,/cultural_images/dogon_card.webp,/cultural_images/dogon_card.webp,website-astro/public/cultural_images/dogon_card.webp,https://www.culturesherpa.org/explore/cultural_images/dogon_card.webp,True,
dogras,Dogras,"Jammu and Kashmir, India",ready,high,True,/cultural_images/dogras_card.webp,/cultural_images/dogras_card.webp,website-astro/public/cultural_images/dogras_card.webp,https://www.culturesherpa.org/explore/cultural_images/dogras_card.webp,True,
dolan,Dolan,"Xinjiang, China",ready,high,True,/cultural_images/dolan_card.webp,/cultural_images/dolan_card.webp,website-astro/public/cultural_images/dolan_card.webp,https://www.culturesherpa.org/explore/cultural_images/dolan_card.webp,True,
dominican_american,Dominican American,North America,probable-match,medium,False,/cultural_images/dominican_american_card.webp,/cultural_images/dominican_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/dominican_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
dominican_republic,Dominican Rep,Caribbean,ready,high,True,/cultural_images/dominican_republic_card.webp,/cultural_images/dominican_republic_card.webp|/cultural_images/dominican_rep_card.webp,website-astro/public/cultural_images/dominican_republic_card.webp,https://www.culturesherpa.org/explore/cultural_images/dominican_republic_card.webp,True,
dutch,Dutch,Western Europe,ready,high,True,/cultural_images/dutch_card.webp,/cultural_images/dutch_card.webp,website-astro/public/cultural_images/dutch_card.webp,https://www.culturesherpa.org/explore/cultural_images/dutch_card.webp,True,
east_indian_catholics,East Indian Catholics,"Mumbai, Maharashtra, India",ready,high,True,/cultural_images/east_indian_catholics_card.webp,/cultural_images/east_indian_catholics_card.webp,website-astro/public/cultural_images/east_indian_catholics_card.webp,https://www.culturesherpa.org/explore/cultural_images/east_indian_catholics_card.webp,True,
ebira,Ebira,Central Nigeria,ready,high,True,/cultural_images/ebira_card.webp,/cultural_images/ebira_card.webp,website-astro/public/cultural_images/ebira_card.webp,https://www.culturesherpa.org/explore/cultural_images/ebira_card.webp,True,
ecuadorian,Ecuadorian,South America,ready,high,True,/cultural_images/ecuadorian_card.webp,/cultural_images/ecuadorian_card.webp,website-astro/public/cultural_images/ecuadorian_card.webp,https://www.culturesherpa.org/explore/cultural_images/ecuadorian_card.webp,True,
edo,Edo,Southern Nigeria,ready,high,True,/cultural_images/edo_card.webp,/cultural_images/edo_card.webp,website-astro/public/cultural_images/edo_card.webp,https://www.culturesherpa.org/explore/cultural_images/edo_card.webp,True,
efik,Efik,West Africa,ready,high,True,/cultural_images/efik_card.webp,/cultural_images/efik_card.webp,website-astro/public/cultural_images/efik_card.webp,https://www.culturesherpa.org/explore/cultural_images/efik_card.webp,True,
egyptian,Egyptian,North Africa,ready,high,True,/cultural_images/egyptian_card.webp,/cultural_images/egyptian_card.webp,website-astro/public/cultural_images/egyptian_card.webp,https://www.culturesherpa.org/explore/cultural_images/egyptian_card.webp,True,
ekari,Ekari,"Papua Province, Indonesia",ready,high,True,/cultural_images/ekari_card.webp,/cultural_images/ekari_card.webp,website-astro/public/cultural_images/ekari_card.webp,https://www.culturesherpa.org/explore/cultural_images/ekari_card.webp,True,
ekoi,Ekoi,West Africa,ready,high,True,/cultural_images/ekoi_card.webp,/cultural_images/ekoi_card.webp,website-astro/public/cultural_images/ekoi_card.webp,https://www.culturesherpa.org/explore/cultural_images/ekoi_card.webp,True,
el_salvador,El Salvador,Central America,ready,high,True,/cultural_images/el_salvador_card.webp,/cultural_images/el_salvador_card.webp,website-astro/public/cultural_images/el_salvador_card.webp,https://www.culturesherpa.org/explore/cultural_images/el_salvador_card.webp,True,
el_salvadoran_american,El Salvadoran American,United States,probable-match,medium,False,/cultural_images/el_salvadoran_american_card.webp,/cultural_images/el_salvadoran_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/el_salvadoran_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
emae,Emae,"Shepherd Islands, Vanuatu",ready,high,True,/cultural_images/emae_card.webp,/cultural_images/emae_card.webp,website-astro/public/cultural_images/emae_card.webp,https://www.culturesherpa.org/explore/cultural_images/emae_card.webp,True,
emirati,Emirati,Middle East,ready,high,True,/cultural_images/emirati_card.webp,/cultural_images/emirati_card.webp,website-astro/public/cultural_images/emirati_card.webp,https://www.culturesherpa.org/explore/cultural_images/emirati_card.webp,True,
enets,Enets,"Taimyr Peninsula, Siberia, Russia",probable-match,medium,False,/cultural_images/enets_card.webp,/cultural_images/enets_card.webp,,https://www.culturesherpa.org/explore/cultural_images/enets_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
equatorial_guinea,Eq Guinea,Central Africa,ready,high,True,/cultural_images/equatorial_guinea_card.webp,/cultural_images/equatorial_guinea_card.webp|/cultural_images/eq_guinea_card.webp,website-astro/public/cultural_images/equatorial_guinea_card.webp,https://www.culturesherpa.org/explore/cultural_images/equatorial_guinea_card.webp,True,
eritrean,Eritrean,Horn of Africa,ready,high,True,/cultural_images/eritrean_card.webp,/cultural_images/eritrean_card.webp,website-astro/public/cultural_images/eritrean_card.webp,https://www.culturesherpa.org/explore/cultural_images/eritrean_card.webp,True,
estonia,Estonia,Northern Europe,ready,high,True,/cultural_images/estonia_card.webp,/cultural_images/estonia_card.webp,website-astro/public/cultural_images/estonia_card.webp,https://www.culturesherpa.org/explore/cultural_images/estonia_card.webp,True,
eswatini,eSwatini,Southern Africa,ready,high,True,/cultural_images/eswatini_card.webp,/cultural_images/eswatini_card.webp,website-astro/public/cultural_images/eswatini_card.webp,https://www.culturesherpa.org/explore/cultural_images/eswatini_card.webp,True,
ethiopian,Ethiopian,Horn of Africa,ready,high,True,/cultural_images/ethiopian_card.webp,/cultural_images/ethiopian_card.webp,website-astro/public/cultural_images/ethiopian_card.webp,https://www.culturesherpa.org/explore/cultural_images/ethiopian_card.webp,True,
ethiopian_diaspora,Ethiopian Diaspora,Middle East,probable-match,medium,False,/cultural_images/ethiopian_diaspora_card.webp,/cultural_images/ethiopian_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/ethiopian_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
falkland_islands,Falkland Is,South Atlantic Ocean,ready,high,True,/cultural_images/falkland_islands_card.webp,/cultural_images/falkland_islands_card.webp|/cultural_images/falkland_is_card.webp,website-astro/public/cultural_images/falkland_islands_card.webp,https://www.culturesherpa.org/explore/cultural_images/falkland_islands_card.webp,True,
faroese,Faroese,"Faroe Islands, North Atlantic",probable-match,medium,False,/cultural_images/faroese_card.webp,/cultural_images/faroese_card.webp,,https://www.culturesherpa.org/explore/cultural_images/faroese_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
fijian,Fijian,Pacific Islands,ready,high,True,/cultural_images/fijian_card.webp,/cultural_images/fijian_card.webp,website-astro/public/cultural_images/fijian_card.webp,https://www.culturesherpa.org/explore/cultural_images/fijian_card.webp,True,
filipino,Filipino,Southeast Asia,ready,high,True,/cultural_images/filipino_card.webp,/cultural_images/filipino_card.webp,website-astro/public/cultural_images/filipino_card.webp,https://www.culturesherpa.org/explore/cultural_images/filipino_card.webp,True,
filipino_american,Filipino American,United States,probable-match,medium,False,/cultural_images/filipino_american_card.webp,/cultural_images/filipino_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/filipino_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
finnish,Finnish,Northern Europe,ready,high,True,/cultural_images/finnish_card.webp,/cultural_images/finnish_card.webp,website-astro/public/cultural_images/finnish_card.webp,https://www.culturesherpa.org/explore/cultural_images/finnish_card.webp,True,
french_southern_and_antarctic_lands,Fr S Antarctic Lands,Southern Indian Ocean and Antarctica,ready,high,True,/cultural_images/french_southern_and_antarctic_lands_card.webp,/cultural_images/french_southern_and_antarctic_lands_card.webp|/cultural_images/fr_s_antarctic_lands_card.webp,website-astro/public/cultural_images/french_southern_and_antarctic_lands_card.webp,https://www.culturesherpa.org/explore/cultural_images/french_southern_and_antarctic_lands_card.webp,True,
french,French,Western Europe,ready,high,True,/cultural_images/french_card.webp,/cultural_images/french_card.webp,website-astro/public/cultural_images/french_card.webp,https://www.culturesherpa.org/explore/cultural_images/french_card.webp,True,
french_algerian,French Algerian,Primarily in France and Algeria,probable-match,medium,False,/cultural_images/french_algerian_card.webp,/cultural_images/french_algerian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/french_algerian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
french_moroccan,French Moroccan,North Africa,probable-match,medium,False,/cultural_images/french_moroccan_card.webp,/cultural_images/french_moroccan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/french_moroccan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
french_tunisian,French Tunisian,France and Tunisia,probable-match,medium,False,/cultural_images/french_tunisian_card.webp,/cultural_images/french_tunisian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/french_tunisian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
french_west_african,French West African,West Africa,probable-match,medium,False,/cultural_images/french_west_african_card.webp,/cultural_images/french_west_african_card.webp,,https://www.culturesherpa.org/explore/cultural_images/french_west_african_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
friulian,Friulian,"Friuli, northeastern Italy",probable-match,medium,False,/cultural_images/friulian_card.webp,/cultural_images/friulian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/friulian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
gabonese,Gabonese,Central Africa,ready,high,True,/cultural_images/gabonese_card.webp,/cultural_images/gabonese_card.webp,website-astro/public/cultural_images/gabonese_card.webp,https://www.culturesherpa.org/explore/cultural_images/gabonese_card.webp,True,
gagauz,Gagauz,"Gagauzia, Moldova",probable-match,medium,False,/cultural_images/gagauz_card.webp,/cultural_images/gagauz_card.webp,,https://www.culturesherpa.org/explore/cultural_images/gagauz_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
gambian,Gambian,West Africa,ready,high,True,/cultural_images/gambian_card.webp,/cultural_images/gambian_card.webp,website-astro/public/cultural_images/gambian_card.webp,https://www.culturesherpa.org/explore/cultural_images/gambian_card.webp,True,
gbaya,Gbaya,Central Africa,ready,high,True,/cultural_images/gbaya_card.webp,/cultural_images/gbaya_card.webp,website-astro/public/cultural_images/gbaya_card.webp,https://www.culturesherpa.org/explore/cultural_images/gbaya_card.webp,True,
gedeo,Gedeo,East Africa,ready,high,True,/cultural_images/gedeo_card.webp,/cultural_images/gedeo_card.webp,website-astro/public/cultural_images/gedeo_card.webp,https://www.culturesherpa.org/explore/cultural_images/gedeo_card.webp,True,
gelao,Gelao,Southwestern China,ready,high,True,/cultural_images/gelao_card.webp,/cultural_images/gelao_card.webp,website-astro/public/cultural_images/gelao_card.webp,https://www.culturesherpa.org/explore/cultural_images/gelao_card.webp,True,
georgian,Georgian,Middle East,ready,high,True,/cultural_images/georgian_card.webp,/cultural_images/georgian_card.webp,website-astro/public/cultural_images/georgian_card.webp,https://www.culturesherpa.org/explore/cultural_images/georgian_card.webp,True,
german,German,Central Europe,ready,high,True,/cultural_images/german_card.webp,/cultural_images/german_card.webp,website-astro/public/cultural_images/german_card.webp,https://www.culturesherpa.org/explore/cultural_images/german_card.webp,True,
german_speaking_swiss,German Speaking Swiss,Europe,probable-match,medium,False,/cultural_images/german_speaking_swiss_card.webp,/cultural_images/german_speaking_swiss_card.webp,,https://www.culturesherpa.org/explore/cultural_images/german_speaking_swiss_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ghanaian,Ghanaian,West Africa,ready,high,True,/cultural_images/ghanaian_card.webp,/cultural_images/ghanaian_card.webp,website-astro/public/cultural_images/ghanaian_card.webp,https://www.culturesherpa.org/explore/cultural_images/ghanaian_card.webp,True,
ghanaian_diaspora,Ghanaian Diaspora,Global,probable-match,medium,False,/cultural_images/ghanaian_diaspora_card.webp,/cultural_images/ghanaian_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/ghanaian_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ghomaras,Ghomaras,"Rif region, northern Morocco",ready,high,True,/cultural_images/ghomaras_card.webp,/cultural_images/ghomaras_card.webp,website-astro/public/cultural_images/ghomaras_card.webp,https://www.culturesherpa.org/explore/cultural_images/ghomaras_card.webp,True,
ghorbati,Ghorbati,South Asia,ready,high,True,/cultural_images/ghorbati_card.webp,/cultural_images/ghorbati_card.webp,website-astro/public/cultural_images/ghorbati_card.webp,https://www.culturesherpa.org/explore/cultural_images/ghorbati_card.webp,True,
gondi,Gondi,Central India,probable-match,medium,False,/cultural_images/gondi_card.webp,/cultural_images/gondi_card.webp,,https://www.culturesherpa.org/explore/cultural_images/gondi_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
greek,Greek,Southern Europe,ready,high,True,/cultural_images/greek_card.webp,/cultural_images/greek_card.webp,website-astro/public/cultural_images/greek_card.webp,https://www.culturesherpa.org/explore/cultural_images/greek_card.webp,True,
greek_american,Greek American,United States,probable-match,medium,False,/cultural_images/greek_american_card.webp,/cultural_images/greek_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/greek_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
greenlandic,Greenlandic,Greenland,ready,high,True,/cultural_images/greenlandic_card.webp,/cultural_images/greenlandic_card.webp,website-astro/public/cultural_images/greenlandic_card.webp,https://www.culturesherpa.org/explore/cultural_images/greenlandic_card.webp,True,
guarani,Guarani,South America,probable-match,medium,False,/cultural_images/guarani_card.webp,/cultural_images/guarani_card.webp,,https://www.culturesherpa.org/explore/cultural_images/guarani_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
guatemala,Guatemala,Central America,ready,high,True,/cultural_images/guatemala_card.webp,/cultural_images/guatemala_card.webp,website-astro/public/cultural_images/guatemala_card.webp,https://www.culturesherpa.org/explore/cultural_images/guatemala_card.webp,True,
guatemalan_american,Guatemalan American,United States,probable-match,medium,False,/cultural_images/guatemalan_american_card.webp,/cultural_images/guatemalan_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/guatemalan_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
guinea_bissauan,Guinea Bissauan,West Africa,ready,high,True,/cultural_images/guinea_bissauan_card.webp,/cultural_images/guinea_bissauan_card.webp,website-astro/public/cultural_images/guinea_bissauan_card.webp,https://www.culturesherpa.org/explore/cultural_images/guinea_bissauan_card.webp,True,
guinean,Guinean,West Africa,ready,high,True,/cultural_images/guinean_card.webp,/cultural_images/guinean_card.webp,website-astro/public/cultural_images/guinean_card.webp,https://www.culturesherpa.org/explore/cultural_images/guinean_card.webp,True,
gujarati,Gujarati,"Gujarat, India",ready,high,True,/cultural_images/gujarati_card.webp,/cultural_images/gujarati_card.webp,website-astro/public/cultural_images/gujarati_card.webp,https://www.culturesherpa.org/explore/cultural_images/gujarati_card.webp,True,
gullah_geechee,Gullah Geechee,Central Africa,probable-match,medium,False,/cultural_images/gullah_geechee_card.webp,/cultural_images/gullah_geechee_card.webp,,https://www.culturesherpa.org/explore/cultural_images/gullah_geechee_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
gumuz,Gumuz,"Benishangul-Gumuz, Ethiopia",ready,high,True,/cultural_images/gumuz_card.webp,/cultural_images/gumuz_card.webp,website-astro/public/cultural_images/gumuz_card.webp,https://www.culturesherpa.org/explore/cultural_images/gumuz_card.webp,True,
guna,Guna,Central America,ready,high,True,/cultural_images/guna_card.webp,/cultural_images/guna_card.webp,website-astro/public/cultural_images/guna_card.webp,https://www.culturesherpa.org/explore/cultural_images/guna_card.webp,True,
gurage,Gurage,Southern Ethiopia,ready,high,True,/cultural_images/gurage_card.webp,/cultural_images/gurage_card.webp,website-astro/public/cultural_images/gurage_card.webp,https://www.culturesherpa.org/explore/cultural_images/gurage_card.webp,True,
gurungs,Gurungs,"Himalayas, Nepal, India",ready,high,True,/cultural_images/gurungs_card.webp,/cultural_images/gurungs_card.webp,website-astro/public/cultural_images/gurungs_card.webp,https://www.culturesherpa.org/explore/cultural_images/gurungs_card.webp,True,
gurunsi,Gurunsi,West Africa,ready,high,True,/cultural_images/gurunsi_card.webp,/cultural_images/gurunsi_card.webp,website-astro/public/cultural_images/gurunsi_card.webp,https://www.culturesherpa.org/explore/cultural_images/gurunsi_card.webp,True,
guyana,Guyana,South America,ready,high,True,/cultural_images/guyana_card.webp,/cultural_images/guyana_card.webp,website-astro/public/cultural_images/guyana_card.webp,https://www.culturesherpa.org/explore/cultural_images/guyana_card.webp,True,
gwichin,Gwich'in,Europe,probable-match,medium,False,/cultural_images/gwichin_card.webp,/cultural_images/gwichin_card.webp,,https://www.culturesherpa.org/explore/cultural_images/gwichin_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ha,Ha,"Kigoma Region, Tanzania",ready,high,True,/cultural_images/ha_card.webp,/cultural_images/ha_card.webp,website-astro/public/cultural_images/ha_card.webp,https://www.culturesherpa.org/explore/cultural_images/ha_card.webp,True,
haitian,Haitian,Caribbean,ready,high,True,/cultural_images/haitian_card.webp,/cultural_images/haitian_card.webp,website-astro/public/cultural_images/haitian_card.webp,https://www.culturesherpa.org/explore/cultural_images/haitian_card.webp,True,
haitian_american,Haitian American,North America,probable-match,medium,False,/cultural_images/haitian_american_card.webp,/cultural_images/haitian_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/haitian_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
hangaza,Hangaza,"Kagera Region, Tanzania",ready,high,True,/cultural_images/hangaza_card.webp,/cultural_images/hangaza_card.webp,website-astro/public/cultural_images/hangaza_card.webp,https://www.culturesherpa.org/explore/cultural_images/hangaza_card.webp,True,
hani,Hani,"Yunnan Province, China",ready,high,True,/cultural_images/hani_card.webp,/cultural_images/hani_card.webp,website-astro/public/cultural_images/hani_card.webp,https://www.culturesherpa.org/explore/cultural_images/hani_card.webp,True,
harari,Harari,"Harar, Ethiopia",ready,high,True,/cultural_images/harari_card.webp,/cultural_images/harari_card.webp,website-astro/public/cultural_images/harari_card.webp,https://www.culturesherpa.org/explore/cultural_images/harari_card.webp,True,
haratins,Haratins,West Africa,ready,high,True,/cultural_images/haratins_card.webp,/cultural_images/haratins_card.webp,website-astro/public/cultural_images/haratins_card.webp,https://www.culturesherpa.org/explore/cultural_images/haratins_card.webp,True,
hausa,Hausa,West Africa,ready,high,True,/cultural_images/hausa_card.webp,/cultural_images/hausa_card.webp,website-astro/public/cultural_images/hausa_card.webp,https://www.culturesherpa.org/explore/cultural_images/hausa_card.webp,True,
hawaiian,Hawaiian,Pacific Islands,ready,high,True,/cultural_images/hawaiian_card.webp,/cultural_images/hawaiian_card.webp,website-astro/public/cultural_images/hawaiian_card.webp,https://www.culturesherpa.org/explore/cultural_images/hawaiian_card.webp,True,
hehe,Hehe,"Iringa Region, Tanzania",ready,high,True,/cultural_images/hehe_card.webp,/cultural_images/hehe_card.webp,website-astro/public/cultural_images/hehe_card.webp,https://www.culturesherpa.org/explore/cultural_images/hehe_card.webp,True,
heiltsuk,Heiltsuk,North America,ready,high,True,/cultural_images/heiltsuk_card.webp,/cultural_images/heiltsuk_card.webp,website-astro/public/cultural_images/heiltsuk_card.webp,https://www.culturesherpa.org/explore/cultural_images/heiltsuk_card.webp,True,
helong,Helong,"West Timor, Indonesia",ready,high,True,/cultural_images/helong_card.webp,/cultural_images/helong_card.webp,website-astro/public/cultural_images/helong_card.webp,https://www.culturesherpa.org/explore/cultural_images/helong_card.webp,True,
herero,Herero,"Namibia, Botswana, Angola",ready,high,True,/cultural_images/herero_card.webp,/cultural_images/herero_card.webp,website-astro/public/cultural_images/herero_card.webp,https://www.culturesherpa.org/explore/cultural_images/herero_card.webp,True,
highland_travellers,Highland Travellers,Scottish Highlands,ready,high,True,/cultural_images/highland_travellers_card.webp,/cultural_images/highland_travellers_card.webp,website-astro/public/cultural_images/highland_travellers_card.webp,https://www.culturesherpa.org/explore/cultural_images/highland_travellers_card.webp,True,
hindustani,Hindustani,"Northern India, parts of Pakistan",ready,high,True,/cultural_images/hindustani_card.webp,/cultural_images/hindustani_card.webp,website-astro/public/cultural_images/hindustani_card.webp,https://www.culturesherpa.org/explore/cultural_images/hindustani_card.webp,True,
